path_no,x(m),y(m)
65,9.226053790104081e-05,0.0002769670661030331
66,9.317160266725331e-05,0.0002796290760919926
67,9.408273699335057e-05,0.0002822913282088557
68,9.499394086771515e-05,0.0002849538224691107
69,9.590521427882328e-05,0.0002876165588885016
70,9.681655721510522e-05,0.00029027953748263766
71,9.772796966505716e-05,0.00029294275826732656
72,9.863945161708767e-05,0.0002956062212581509
73,9.95510030596617e-05,0.0002982699264708563
74,0.00010046262397972548,0.0003009338739148705
75,0.00010137431438919653,0.0003035980635713545
76,0.0001022860743057569,0.0003062624954818034
77,0.00010319790371728609,0.000308927169660234
78,0.00010410980261226551,0.00031159208612254564
79,0.00010502177097912284,0.0003142572448844144
80,0.000105933808806284,0.000316922645961584
81,0.00010684591608219225,0.0003195882893698524
82,0.00010775809279530563,0.0003222541751250406
83,0.00010867033893404657,0.00032492030324289116
84,0.00010958265448684276,0.0003275866737391969
85,0.00011049503944215739,0.0003302532866298254
86,0.00011140749374541521,0.0003329201418061196
87,0.0001123200168914049,0.0003355872380785927
88,0.00011323260912702963,0.00033825457641640524
89,0.00011414527045238484,0.0003409221568711103
90,0.0001150580008559051,0.00034358997945844723
91,0.00011597080032594523,0.0003462580441939429
92,0.00011688366885082013,0.00034892635109300027
93,0.00011779660641894445,0.0003515949001713452
94,0.0001187096130187068,0.0003542636914446092
95,0.00011962268863844293,0.0003569327249282947
96,0.0001205358332665267,0.00035960200063802006
97,0.00012144904689132593,0.0003622715185893956
98,0.00012236232950119282,0.0003649412787980032
99,0.00012327568178301367,0.0003676112834165375
100,0.00012418910379362845,0.00037028153269622787
101,0.00012510259507965762,0.00037295202530541463
102,0.00012601615562815496,0.00037562276125581136
103,0.00012692978543218242,0.00037829374057508295
104,0.00012784348460991198,0.00038096496366496317
105,0.00012875725308152813,0.0003836364303229954
106,0.0001296710908184921,0.00038630814051328534
107,0.00013058499780882384,0.0003889800942506976
108,0.00013149897404060584,0.0003916522915502833
109,0.00013241301950193875,0.000394324732427189
110,0.00013332713418088595,0.00039699741689644814
111,0.00013424131806545527,0.0003996703449729409
